,timestamp,price,signal,position,trade,price_change,pnl,equity,drawdown
0,2024-01-01 00:00:00,42300.17919407239,0,0,0.0,0.0,0.0,0.0,0.0
1,2024-01-01 04:00:00,42469.3394165754,-1,-1,1.0,0.003999042692630406,-0.0006,-0.0006,-0.0006
2,2024-01-01 08:00:00,42643.19384068746,-1,-1,0.0,0.004093645592335493,-0.004093645592335493,-0.004693645592335493,-0.004693645592335493
3,2024-01-01 12:00:00,42795.2136233588,-1,-1,0.0,0.0035649248796718602,-0.0035649248796718602,-0.008258570472007353,-0.008258570472007353
4,2024-01-01 16:00:00,43544.481672301255,1,1,2.0,0.017508220791623286,-0.018708220791623285,-0.02696679126363064,-0.02696679126363064
5,2024-01-01 20:00:00,44152.22690443671,1,1,0.0,0.013956882911343671,0.013956882911343671,-0.013009908352286968,-0.013009908352286968
6,2024-01-02 00:00:00,45419.55458112398,1,1,0.0,0.02870359584422033,0.02870359584422033,0.015693687491933363,0.0
7,2024-01-02 04:00:00,45507.03582518766,1,1,0.0,0.0019260700566190447,0.0019260700566190447,0.017619757548552408,0.0
8,2024-01-02 08:00:00,45321.83262776862,1,1,0.0,-0.0040697706203165485,-0.0040697706203165485,0.01354998692823586,-0.0040697706203165485
9,2024-01-02 12:00:00,45317.309612506346,1,1,0.0,-9.979771337631504e-05,-9.979771337631504e-05,0.013450189214859545,-0.0041695683336928635
10,2024-01-02 16:00:00,44925.43364136406,1,1,0.0,-0.008647379433887159,-0.008647379433887159,0.004802809780972386,-0.012816947767580023
11,2024-01-02 20:00:00,44977.03809117667,-1,-1,2.0,0.0011486689304895936,-5.1331069510406275e-05,0.0047514787114619796,-0.012868278837090429
12,2024-01-03 00:00:00,45236.89454245475,-1,-1,0.0,0.005777535878447537,-0.005777535878447537,-0.0010260571669855577,-0.018645814715537966
13,2024-01-03 04:00:00,45000.59405068419,-1,-1,0.0,-0.005223623198732041,0.005223623198732041,0.004197566031746484,-0.013422191516805924
14,2024-01-03 08:00:00,44147.41976626231,-1,-1,0.0,-0.018959178260201326,0.018959178260201326,0.02315674429194781,0.0
15,2024-01-03 12:00:00,42970.04878710222,-1,-1,0.0,-0.026669077952769626,0.026669077952769626,0.04982582224471743,0.0
16,2024-01-03 16:00:00,42629.95807693702,-1,-1,0.0,-0.007914599116472965,0.007914599116472965,0.0577404213611904,0.0
17,2024-01-03 20:00:00,42830.90420516804,0,0,1.0,0.004713730374032998,-0.005313730374032998,0.052426690987157396,-0.005313730374033002
18,2024-01-04 00:00:00,43125.96377568018,0,0,0.0,0.006888940964186796,0.0,0.052426690987157396,-0.005313730374033002
19,2024-01-04 04:00:00,42883.29396649234,0,0,0.0,-0.00562700025557894,-0.0,0.052426690987157396,-0.005313730374033002
20,2024-01-04 08:00:00,43218.39532873722,0,0,0.0,0.00781426358028181,0.0,0.052426690987157396,-0.005313730374033002
21,2024-01-04 12:00:00,44078.97941850878,1,1,1.0,0.019912448928878446,-0.0006,0.05182669098715739,-0.005913730374033005
22,2024-01-04 16:00:00,44067.14789199013,1,1,0.0,-0.0002684165258528548,-0.0002684165258528548,0.05155827446130454,-0.00618214689988586
23,2024-01-04 20:00:00,44230.16258401395,1,1,0.0,0.0036992340058716877,0.0036992340058716877,0.055257508467176225,-0.002482912894014172
24,2024-01-05 00:00:00,43540.794054335216,1,1,0.0,-0.015585937048485876,-0.015585937048485876,0.03967157141869035,-0.018068849942500048
25,2024-01-05 04:00:00,43817.49225069616,1,1,0.0,0.006354918470610427,0.006354918470610427,0.046026489889300776,-0.011713931471889621
26,2024-01-05 08:00:00,43832.85645260408,-1,-1,2.0,0.0003506408312921039,-0.000849359168707896,0.04517713072059288,-0.012563290640597517
27,2024-01-05 12:00:00,43462.83479928677,-1,-1,0.0,-0.008441650470975115,0.008441650470975115,0.053618781191567995,-0.004121640169622402
28,2024-01-05 16:00:00,43595.44670610299,-1,-1,0.0,0.003051156405895483,-0.003051156405895483,0.05056762478567251,-0.0071727965755178855
29,2024-01-05 20:00:00,44144.451255434375,-1,-1,0.0,0.012593162607840158,-0.012593162607840158,0.037974462177832354,-0.019765959183358044
30,2024-01-06 00:00:00,43991.09533863955,-1,-1,0.0,-0.003473956803935696,0.003473956803935696,0.04144841898176805,-0.016292002379422348
31,2024-01-06 04:00:00,43663.99633386244,-1,-1,0.0,-0.0074355730917616825,0.0074355730917616825,0.04888399207352973,-0.008856429287660665
32,2024-01-06 08:00:00,43684.07008347941,-1,-1,0.0,0.0004597323035548939,-0.0004597323035548939,0.04842425976997484,-0.009316161591215559
33,2024-01-06 12:00:00,43904.26068162062,-1,-1,0.0,0.005040523873357516,-0.005040523873357516,0.04338373589661732,-0.014356685464573075
34,2024-01-06 16:00:00,43918.91045342016,-1,-1,0.0,0.0003336754012503995,-0.0003336754012503995,0.04305006049536692,-0.014690360865823475
35,2024-01-06 20:00:00,43951.96306364309,-1,-1,0.0,0.0007525826547536418,-0.0007525826547536418,0.04229747784061328,-0.015442943520577117
36,2024-01-07 00:00:00,43991.45411146155,1,1,2.0,0.0008985047553229375,-0.002098504755322937,0.04019897308529034,-0.017541448275900054
37,2024-01-07 04:00:00,44106.12430857399,1,1,0.0,0.002606647118822192,0.002606647118822192,0.042805620204112535,-0.014934801157077862
38,2024-01-07 08:00:00,44076.89313612312,1,1,0.0,-0.0006627463398588551,-0.0006627463398588551,0.04214287386425368,-0.015597547496936717
39,2024-01-07 12:00:00,44071.90520630842,1,1,0.0,-0.00011316427860064149,-0.00011316427860064149,0.04202970958565304,-0.01571071177553736
40,2024-01-07 16:00:00,44257.92967967415,1,1,0.0,0.004220931055621824,0.004220931055621824,0.04625064064127486,-0.011489780719915535
